Gene	interactors
RPL4	ABCE1, ACTB, APBB1, ATP5B, BRIX1, CNBP, DDX24, DYRK2, EEF1A1, EEF1A2, EEF2, EIF3A, EIF4A3, EIF6, ERF, ETF1, FAU, FBL, FTSJ3, GLTSCR2, GNB2L1, GNL3, GPATCH4, GTPBP4, H2AFY2, ICT1, IL32, ILF2, INO80B, KIAA0020, LBP, MAGOH, MAGOHB, MAK16, MDM2, MRPL18, MYB, MYBBP1A, NCL, NGB, NHP2L1, NIFK, NIP7, NOC3L, NOLC1, NOP2, NOP56, NOP58, NOV, NPM1, PA2G4, PABPC1, PBX2, PES1, PIN1, PRDM5, PRPF40A, PRR11, PTGES3, RNPS1, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL26L1, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP8, RRS1, RSL1D1, SERBP1, SND1, TARS, TP53, TUBA1C, UBA52, UBC, UBL5, UQCRH, WDR12, ZNF512
RPL5	AMFR, ARL6IP5, ATP6V0D1, BRIX1, CDC27, CLINT1, CNBP, CSNK2A1, CSNK2A3, CSNK2B, DDX18, DDX21, DDX24, DDX27, DDX56, DHX9, EBNA1BP2, EEF1A1, EEF1G, EEF2, EIF3A, EIF5A, EIF6, FAU, FBL, FTSJ3, GNB2L1, GNL1, GNL3, HARS, HIST3H2BB, HP1BP3, HSP90AA1, IPO13, IPO4, IPO5, IPO7, KIAA0020, KNOP1, KPNB1, LBP, MAK16, MAP3K14, MDM2, MIP, MRPL18, MRTO4, MTOR, MYBBP1A, NAF1, NAP1L1, NAT10, NCL, NHP2L1, NIFK, NOLC1, NOP2, NOP56, NOP58, NOV, NPM1, NSA2, NVL, PABPC1, PABPC4, PDCD4, PRPF4B, PSMB1, PWP1, RBM28, RBM34, RPF1, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL26L1, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL4, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP12, RRS1, SEC61A1, SERBP1, SLC1A2, SSR3, TNIP1, TNPO1, TP53, TP73, TUBA1A, TUBA1B, UBA52, UBC, UPF2, VAPA, VASN, XRN1, ZNF512
RPL6	ABCF2, ALDH1B1, APRT, BRD4, BRIX1, C17orf89, C1orf106, C2, CISD1, DAP3, DDX21, DDX24, DHX9, EEF1A1, EEF2, EIF2AK1, EIF2AK2, EIF3A, EIF4A3, EIF6, ELF3, EPRS, FAU, FBL, FGF2, FTSJ3, GNB2L1, GNL3, GTPBP4, HNRNPC, HSP90AB1, IBTK, ICT1, IGF2BP3, ILF2, IMP3, INO80B, LARP1, LBP, LTN1, M6PR, MAGOH, MAGOHB, MDM2, MOV10, MRPL13, MRPL15, MRPL24, MRPL27, MRPL28, MRPL30, MRPL34, MRPL38, MRPL42, MRPL45, MRPL47, MRPS11, MRPS12, MRPS14, MRPS18A, MRPS18C, MRPS2, MRPS21, MRPS22, MRPS23, MRPS24, MRPS26, MRPS27, MRPS30, MRPS31, MRPS33, MRPS34, MRPS5, MRPS7, MRPS9, MTERFD1, MYBBP1A, MYC, NAP1L1, NCL, NFX1, NGB, NHP2L1, NOLC1, NOM1, NOP2, NOP56, NOP58, NOV, NPM1, PABPC1, PABPC4, PNN, PRPF8, PSIP1, PTCD1, PTCD3, PTGFRN, PUF60, QARS, RALY, RNPS1, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL26L1, RPL27, RPL27A, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL4, RPL5, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRS1, SEC61B, SERBP1, SIRT6, SNRPC, SRP14, SRRM2, STAU1, STAU2, SURF6, TPR, TRA2A, TUFM, U2AF2, UBA52, UBC, UPF1, UQCRB, VHL, WHSC1, YBX3, ZC3H18
RPL7	ABCE1, ACIN1, BRIX1, CANX, CAPRIN1, CBX2, DDX21, DDX24, DYRK2, EBNA1BP2, EEF1A1, EEF2, EIF3A, EIF4A3, EIF6, FAU, FBL, GNB2L1, GNL1, GNL3, HIST1H2AD, HNRNPR, HSP90AA1, HSPA8, ILF2, INO80B, IPO5, LBP, MAGOH, MAGOHB, MATR3, MTHFD1, MYBBP1A, NCL, NHP2L1, NIFK, NOM1, NOP2, NOP56, NOP58, NOV, PABPC1, PABPC4, PES1, PHB, PHC2, PIH1D1, RAN, RELA, RNPS1, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL4, RPL5, RPL6, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS29, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRS1, SERBP1, SGOL1, TBK1, THAP7, TMX1, TRAF3IP1, TUFM, UBA52, UBC, WDR12, ZNF7
RPL7A	ABCE1, ACTA2, AIMP1, BRIX1, C7orf55-LUC7L2, CNBP, DARS, DDX18, DYRK2, EBNA1BP2, EEF1A1, EEF1B2, EEF1E1, EEF2, EIF2A, EIF2S1, EIF4A3, ERF, ETF1, FAU, GLTSCR2, GNB2L1, GPATCH4, GSPT1, H2AFY2, HBS1L, HNRNPM, HSP90AB1, ILF2, INO80B, KIAA0020, KNOP1, LBP, LGALS2, LGALS3, LUC7L2, MAGOH, MAGOHB, MAK16, MRPL12, NCL, NFX1, NOM1, NOV, NPM1, OST4, PABPC1, PAK1, PELO, PES1, PSMB1, QARS, RBM34, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL26L1, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL4, RPL5, RPL6, RPL7, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPN1, RPS10, RPS10-NUDT3, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP8, RRS1, SEC61A1, SEC61B, SEC61G, SERBP1, SGOL1, STAU1, TRAP1, TTK, UBA52, UBC, UPF1, ZC3HAV1, ZNF2
RPL7L1	BOP1, CCNDBP1, GPATCH4, KIAA0020, NIFK, NPM1, PES1, RBM34, RPL30, RPL37A, WDR55
RPL8	ABCE1, ATF7IP, C14orf169, CCDC137, CDH2, CNBP, DDX18, DDX27, EBNA1BP2, EEF1A1, EEF1G, EEF2, EIF3A, EIF4A1, EIF4A3, EIF6, ERF, ETF1, FAU, FTSJ3, GLYR1, GNB2L1, GNL2, GSPT1, H2AFY2, HBS1L, HIRIP3, HSPA5, HSPA8, ILF2, INO80B, KIAA0020, LBP, LIN28B, LTN1, MAGOH, MAGOHB, MRPL23, MRPL24, MRPL4, MRPS7, NCL, NOM1, NOP2, NOV, NPM1, OST4, PA2G4, PABPC4, PAPD5, PELO, PES1, PPT2, PRDM5, RBM34, REXO4, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL26L1, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL9, RPLP0, RPLP1, RPLP2, RPN1, RPS10, RPS10-NUDT3, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS29, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP8, RRS1, SEC61A1, SEC61B, SEC61G, SERBP1, SRP14, SRP19, SRP54, SRP9, STAU1, TUBA1C, TUFM, TXN2, UBA52, UBC, UPF2, WHSC1, ZBTB24, ZC3HAV1, ZNF512, ZNF668
RPL9	CDC5L, CEP76, DDX18, DDX27, DHPS, DHX9, EEF1A1, EEF2, EEFSEC, EIF3A, EIF6, FAU, FBL, FTSJ3, GNB2L1, ILF2, LBP, LTN1, MOV10, MRPL16, MRPL22, MRPS10, MRPS11, NAP1L1, NCL, NOV, PLRG1, POLR1A, POLR1B, RBM34, RHOT2, RPA1, RPA2, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL3L, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPLP0, RPLP1, RPLP2, RPS10, RPS10-NUDT3, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS29, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP7A, SEC61A1, SEC61B, SEC61G, SERBP1, SLC25A1, SRP14, SRP19, SRP54, SRP9, SRSF3, TUFM, TXN2, UBA52, UBC, UQCRB, VASN, ZBTB8A
RPLP0	ACOX1, AIMP1, ANXA1, CCNDBP1, CDC5L, CNBP, DARS, DBN1, DDX24, DNAJA1, DYRK2, EEF1A1, EEF1E1, EEF2, EIF2A, EIF2AK1, EIF2AK2, EIF2S1, EIF3A, EIF5B, EIF6, GAS7, GNB2L1, GNL1, H2AFY2, HNRNPM, HNRNPU, HNRNPU-AS1, HSPA8, IARS, IBTK, IDH3A, ILF2, INO80B, INPPL1, IPO8, JDP2, LBP, LTN1, MARS, MSH2, MTHFD1, NDUFS8, NHP2L1, NOC3L, NOM1, NOV, PA2G4, PABPC1, PIK3C2A, PRPF40A, PRPF8, QARS, RANBP2, RBBP4, RBM34, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP1, RPLP2, RPN2, RPS10, RPS10-NUDT3, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP7A, RRP8, RRS1, SEC61B, SENP3, SERBP1, SRP14, SRP19, SRP54, SRP9, STAU1, TDRD15, TUBA8, UBA52, UBC, VAPA, VASN, VDAC3, WHSC1, ZC3HAV1
RPLP1	ABL1, CNBP, EEF2, EIF3A, FARSB, FOXL2, FUS, GNB2L1, HNRNPU, HNRNPU-AS1, HSPA5, LBP, MGMT, MRPS28, MRPS35, NOV, PDCD4, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP2, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRS1, SERBP1, SGOL1, TMEM165, UBA52, UBC
RPLP2	ADRBK1, ATP1B2, ATP1B3, CNBP, CNDP2, COX5B, CTNNB1, DDX24, EEF2, GNB2L1, HNRNPA1, HNRNPA3, HNRNPU, HNRNPU-AS1, INO80B, LBP, MRPL12, MRPS21, NANS, NOV, NPEPPS, PA2G4, PABPC1, POP4, PSMC2, RBM34, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL26L1, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPP14, RPP25, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27L, RPS28, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRS1, SERBP1, SSR3, UBA52
RPN1	ABCC1, ACACA, ACADM, ADRM1, AFG3L2, ATAD3A, ATAD3B, ATG4C, ATP1A1, ATP5A1, ATP5C1, ATP5L, ATP6V0D1, ATP6V1A, ATXN7, AXIN1, BAG1, BAG6, BCAP29, C6, C7orf76, CAD, CAMLG, CANX, CCDC47, CCDC74B, CCDC92, CCT2, CCT3, CCT6A, CCT7, CCT8, CDC5L, CDKN1A, CHL1, CHTF18, CLCN2, CLGN, CLTC, COPB1, CPLX1, CSNK1E, CYC1, DDOST, DDX11, DDX39A, DDX39B, DNAJB2, ECD, EDEM3, EGFR, EIF2A, EIF2S1, EIF3M, EPRS, ERBB3, ERLIN2, FAF2, FAM175B, FKBP8, FOXRED2, GFPT1, GJA1, GJA5, GJC1, GNB1, GSS, HERC3, HERPUD1, HLA-A, HMOX1, HNRNPU, HNRNPU-AS1, HSD17B12, HSP90B1, HSPA5, IDH3A, ILF3, INSIG2, IPO5, IPO9, ITPR1, JKAMP, KDSR, LBP, MCM2, MCM7, MDM2, MDM4, MLEC, MPP4, MTCH1, MTCH2, NCDN, NDUFA12, NDUFB8, NDUFB9, NOMO1, NSFL1C, NUB1, OS9, OST4, PARK2, PC, PDIA6, PFKL, PINK1, PKM, POMP, POR, PPIB, PPP2R1A, PPP2R1B, PRNP, PRPF19, PSAP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD11, PSMD12, PSMD13, PSMD14, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME2, PSME3, PTPN2, QARS, RAB1A, RAB1B, RAB2A, RAB5A, RAB5B, RAB5C, RAD23A, RAD23B, RANBP9, RDH13, REC8, RNF11, RNF185, RPL11, RPL12, RPL15, RPL17, RPL17-C18orf32, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL30, RPL32, RPL34, RPL35, RPL37, RPL37A, RPL38, RPL7A, RPL8, RPN2, RPS21, RPSA, SCAMP2, SCCPDH, SEC24A, SEC61A1, SEC61B, SEC61G, SEL1L, SENP2, SHFM1, SIRT6, SLC25A3, SMARCD2, SND1, SRXN1, SSR1, SSR2, SSR3, STEAP1, STT3B, SUCLG2, SUMO1, SYNCRIP, SYVN1, TCP1, TECR, TET3, TMCO1, TNF, TNFRSF1A, TP53, TP53BP1, TPM4, TUBB1, TUFM, TXNL1, UBA52, UBB, UBC, UBE2L3, UBE3C, UBLCP1, UBQLN1, UBQLN4, UBXN6, UBXN7, UCHL5, UFD1L, UQCRC2, USP14, VDAC1, VDAC2, VDAC3, VHL, WBP1
RPN2	ADRM1, ATP5A1, AUP1, CANX, CLGN, DAD1, DDOST, DDX39B, DERL2, EDEM3, EPRS, FAF1, HSP90B1, ILF3, IPO5, IPO9, KDSR, LIN54, MLEC, MPP4, NCLN, ORMDL2, PC, PDIA3, PPP2R1A, QARS, RAB1A, RAB1B, RANBP9, RCN1, RDH13, RNF185, RPLP0, RPN1, SPTAN1, STT3B, TM9SF2, TMEM258, UBAC2, UQCRC2, VAPA, VAPB, VCP, WBP1
RPP14	ACTN2, C18orf21, C3orf17, EXOSC8, GEMIN2, LIMD1, POP4, POP5, RPLP2, RPP21, RPP25, RPP30, RPP38, RPP40, ZNF277
RPP21	POP1, POP4, POP5, POP7, PRKG1, RPP14, RPP25, RPP25L, RPP30, RPP38, RPP40, TRIM39
RPP25	AKAP1, C18orf21, C3orf17, ENSA, LARP7, LRRC73, NPM1, POP1, POP4, POP5, POP7, RABL2A, RBM4, RBM4B, RPLP2, RPP14, RPP21, RPP30, RPP38, RPP40, USP13
RPP25L	ARHGEF2, C18orf21, CLUH, EIF4A1, GKAP1, KLHDC3, NPHP4, NPM1, POP4, POP7, RPGRIP1L, RPP21, RPP30, TEFM
RPP30	C18orf21, C3orf17, CBWD1, GTPBP4, HEATR6, HMG20A, INPPL1, INTS2, KIF15, LRRC16A, MLF2, NGB, NTN4, POP1, POP4, POP5, POP7, RPP14, RPP21, RPP25, RPP25L, RPP38, RPP40
RPP38	C18orf21, CAST, POP1, POP4, POP7, PSMA1, PSMA4, PSMA5, PSMA6, PSMB1, PSMB4, PSMB5, PSMB8, RBM4, RBM4B, RPP14, RPP21, RPP25, RPP30, RPP40
RPP40	C18orf21, C3orf17, NPM1, POP1, POP4, POP7, RBM4, RBM4B, RPP14, RPP21, RPP25, RPP30, RPP38
RPRD1A	ANKMY2, ASB6, DPH2, DXO, FNTB, GCOM1, GPN3, KPNA3, LMO2, MITD1, MYZAP, PARP6, PITHD1, POLR2A, POLR2D, POLR2G, POLR2M, RBP4, RPAP2, RPRD1B, SH3GLB1, SRP9, STAT5B, SURF2, VPS37B
RPRD1B	ACTR2, ALAD, ASB6, ATP6V1B2, BAG1, BIN3, CCND1, CDCA8, CTDP1, DPP9, GCOM1, GPN1, GPN3, GRPEL1, KPNB1, LMO2, MYZAP, NIF3L1, PIP4K2B, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2I, POLR2J, POLR2L, POLR2M, PPP1R7, RBP4, RECQL5, RPA1, RPAP2, RPRD1A, RPRD2, SRM, STAT5B, STRAP, SUPT6H, TOM1L1, URI1, ZNF259
RPRD2	CTR9, DGCR8, LEO1, LMO2, MB21D1, MDC1, POLR2G, RPRD1B, STRAP, SUPT5H, UPF1, WWOX
RPRM	LPAR6, MEN1, SCG2, TMEM79
RPS10	ABCE1, ART4, ATP5O, BCAS2, BTRC, DENR, EEF1A1, EEF2, EIF1, EIF2A, EIF2D, EIF2S2, EIF3E, EIF3G, EIF3M, ERF, ETF1, FAU, FBXW11, GNB2L1, GSPT1, H2AFX, HBS1L, HIST1H1E, HIST1H1T, LARP1, LBP, LTV1, MOV10, NOB1, NOV, NRDE2, PELO, PIK3R2, PNO1, PRPF19, PRPF3, PRPF4, PTTG1, RIOK1, RIOK2, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10-NUDT3, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS29, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RRP7A, RRS1, SEC61B, SERBP1, SRP14, SRP19, SRP54, SRP9, SYK, TBP, TMCO1, TMED2, TOMM22, TP53, TRIM29, TSR1, UBA52, UBC, UQCRB, WIBG
RPS10-NUDT3	ABCE1, EEF2, EIF3E, EIF3G, EIF3M, ERF, ETF1, GNB2L1, LBP, RPL10A, RPL10L, RPL11, RPL12, RPL15, RPL17, RPL17-C18orf32, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL29, RPL30, RPL32, RPL34, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL7A, RPL8, RPL9, RPLP0, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS21, RPS23, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, SEC61B, SRP14, SRP19, SRP54, SRP9, UBA52, UBC
RPS11	ABCE1, ART4, BYSL, C1orf106, CDC5L, DDX21, DENR, DHX9, DIMT1, EEF1A1, EEF2, EIF1, EIF2D, EIF3D, EIF3E, EIF3G, EIF3M, EIF4A3, ERF, ETF1, FAU, FBL, GNB2L1, GSPT1, HBS1L, HNRNPM, HNRNPU, HNRNPU-AS1, KRR1, LBP, LTV1, MAGOH, MAGOHB, MDM2, MRPL18, MRPL24, MYBBP1A, NAT10, NCSTN, NFIA, NHP2L1, NOB1, NOC4L, NOP56, NOP58, NOV, PELO, PNO1, PPP2R2A, PPP2R2D, PRKDC, PRPF4B, PSIP1, PSMG3, RIOK1, RIOK2, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL28, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10, RPS10-NUDT3, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS29, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, RSL1D1, SEC61A1, SEC61B, SEC61G, SENP3, SERBP1, SF3B14, SND1, SRP14, SRP19, SRP54, SRP9, TRMT112, TSR1, TUFM, UBA52, UBC, VTN, YBX1
RPS12	ABCE1, AIP, ART4, AURKAIP1, BRIP1, BYSL, CBX8, DAP3, DENR, DKK3, EEF1A1, EEF2, EIF1, EIF2D, EIF2S2, EIF3A, EIF3E, EIF3G, EIF3M, ERF, ETF1, FAU, GADD45GIP1, GAPDH, GNB2L1, GSPT1, HBS1L, ICT1, LARP1, LBP, LTV1, MRP63, MRPL11, MRPL13, MRPL14, MRPL15, MRPL16, MRPL17, MRPL18, MRPL19, MRPL2, MRPL20, MRPL21, MRPL22, MRPL23, MRPL24, MRPL27, MRPL28, MRPL3, MRPL30, MRPL32, MRPL33, MRPL34, MRPL35, MRPL36, MRPL37, MRPL38, MRPL4, MRPL40, MRPL42, MRPL43, MRPL44, MRPL45, MRPL46, MRPL47, MRPL48, MRPL49, MRPL50, MRPL51, MRPL53, MRPL54, MRPL9, MRPS10, MRPS11, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS2, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS28, MRPS30, MRPS31, MRPS33, MRPS35, MRPS5, MRPS6, MRPS7, MRPS9, NDUFS6, NOB1, NOV, PELO, PNO1, PRDX5, PRDX6, PTCD3, RIOK1, RIOK2, RPL10A, RPL10L, RPL11, RPL12, RPL13, RPL13A, RPL14, RPL15, RPL17, RPL17-C18orf32, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23, RPL23A, RPL24, RPL26, RPL27, RPL27A, RPL29, RPL3, RPL30, RPL31, RPL32, RPL34, RPL35, RPL35A, RPL36, RPL37, RPL37A, RPL38, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPLP0, RPLP1, RPLP2, RPS10, RPS10-NUDT3, RPS11, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS18, RPS19, RPS2, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS27L, RPS28, RPS29, RPS3, RPS3A, RPS5, RPS6, RPS7, RPS8, RPS9, RPSA, RRP1, SEC61A1, SEC61B, SEC61G, SERBP1, SPINK7, SRP14, SRP19, SRP54, SRP9, TSR1, UBA52, UBC, VAMP2, WIBG
